Close,High,Low,Open,Volume
MSFT,MSFT,MSFT,MSFT,MSFT
489.4268798828125,491.7036624656625,486.56353883181055,489.1982276680394,17495100
494.57696533203125,495.1635541172166,489.9637493151316,490.13278082199906,21578900
493.07568359375,496.4162632322767,490.1824867596744,494.6763704185467,34539200
494.53717041015625,497.86782827206525,492.4691666337086,494.16931223084276,28369000
489.2080993652344,495.1734457101395,488.1443023264632,493.60258452282886,19945400
488.2536926269531,490.6497772469701,485.87751191483574,487.1600396387865,16319600
495.9589538574219,497.2415119784696,490.59014753996934,490.9580057562307,13984800
494.84539794921875,495.8694479262707,492.36978876052433,494.50736527479916,13981600
493.7517395019531,495.3226311177228,491.25622643335066,494.36815380384166,11846600
500.60198974609375,503.8530929514779,496.85374394735805,497.4105072423231,18659500
498.58367919921875,501.52657502305914,494.87521114411277,500.14458849842043,16492100
500.4130554199219,502.1131707269345,494.9249170598048,495.59106078877636,16459500
500.1147766113281,501.05930198422453,498.1362796464767,498.6234399223271,12058800
502.89862060546875,505.36427783294863,499.88612172349406,500.11477392946824,14927200
502.6997985839844,503.7934516278089,498.9913605307617,502.2623373664546,15154400
508.7446594238281,510.40499725185873,502.6997578215743,502.75940886082554,17503100
507.1041564941406,511.66767331118785,504.4992933518648,511.5085634207008,21209700
507.1141357421875,509.1324405638626,502.6301736290422,503.7834776665751,14066800
502.3517761230469,508.2475501614973,502.3517761230469,508.01886761548803,13868600
502.94830322265625,503.8630030405687,497.80817995491657,503.8232255681408,16396600
507.9294128417969,510.703277326071,504.37007217269974,505.83158338819493,16107000
510.7430725097656,515.2965768746373,507.41238413754473,509.51018319793565,19125700
509.5400085449219,512.0255695622142,507.1737496018482,511.1109000989904,14308000
509.609619140625,514.6304403339567,508.6054427654301,512.5525452747698,16469200
510.2757568359375,512.9701269930791,506.49771598970693,512.1946027794743,26380400
530.4187622070312,552.2420017670738,528.8280273057109,552.0232408256204,51617300
521.0829467773438,532.7054326872741,517.8517174087783,531.9100652869249,28977600
532.5463256835938,535.1412365772,525.0796913822776,525.2188973499576,25349000
524.7019653320312,534.196796907337,524.1949011418618,534.0774948252555,19171600
521.908203125,528.6291703469228,521.0034855448089,527.8338028961505,21355700
517.8318481445312,525.0399748350125,514.56081112672,523.7573865594029,16079100
519.0249633789062,521.629826851029,516.4101479520375,519.5817267008259,15531000
518.7565307617188,524.5429245664681,516.7183220142601,519.2834381856256,20194400
526.183349609375,527.9132904806338,519.6811434112465,520.7250669698358,18667000
517.5733642578125,529.6233593434064,516.3703308668756,529.0367402367135,19619200
519.4623413085938,522.9123315064297,517.1358902118243,519.5418962511537,20269100
517.1657104492188,523.0614541020369,516.0820397908819,519.7507304052322,25213300
514.1134643554688,519.8004600468895,511.05129658888984,518.5775833311014,23760600
506.8257751464844,512.1846290296555,505.61282013208876,512.0255798217245,21481000
502.7991638183594,508.0486674266492,501.5265578024503,506.9251890021903,27723000
502.15185546875,505.5278315490841,500.6381609615915,501.6041452591809,18443300
505.1295166015625,508.6150227226763,500.32946944945456,502.1618461633245,24324200
502.17181396484375,506.0855321115255,502.0323791323648,504.5319946732823,21638600
499.96099853515625,502.88882606141556,496.4456179190968,502.2713680297872,30835700
504.6415100097656,505.1892506185915,497.82983904056124,499.9211487290224,17277900
507.5295104980469,508.9734875719172,503.4066403395377,504.9900522378754,18015600
504.59173583984375,507.4896888132377,502.40083415821226,506.5535790393771,20961600
503.0282287597656,503.90458943006223,494.75264396148896,498.3974910813857,18128000
503.2572937011719,505.68719181229375,500.2398424947412,501.70375627159575,16345100
505.866455078125,506.04570238922344,501.0664078062513,502.2116394820944,15509500
492.9501647949219,509.8498918622262,490.3310509759443,506.9619070760115,31994800
496.13690185546875,499.1244784694731,492.9800158612091,496.04724781279185,16771000
496.3460388183594,500.17013335375145,495.6389875077243,499.3535217605099,14410500
498.29791259765625,501.1460848531792,494.6630336933239,500.8971201283455,21611800
498.9352722167969,501.08633106619584,495.8182290284252,500.17012751524385,18881600
507.7884521484375,510.42747218178897,501.7635178992086,504.55191069082485,23624900
513.225830078125,513.3353599697668,504.9004642300766,506.68306017742736,17143800
506.9320068359375,515.0880630075219,506.4938265025834,514.7395367165727,19711900
507.9079284667969,509.1726886784055,503.8348693472275,508.5054498653079,15816600
506.3444519042969,510.9453149965379,505.55771489166153,509.37184097126715,18913700
515.78515625,517.1494779837726,508.1967168320822,508.44568153944795,52474100
512.319580078125,515.5959337012963,510.4174557013089,513.4548737162081,20009300
507.1212463378906,512.4590659268906,505.2091838485409,511.67229848312854,19799600
508.0373840332031,510.35772177145367,504.82077941210207,508.26644250853604,13533700
504.9303283691406,507.89799878212006,502.94857891661616,506.1950582100621,15786500
509.34197998046875,511.8117209714621,504.52202659403474,507.94778361103766,16213100
512.4689331054688,514.7096154882738,506.77264973451184,509.3817950243417,17617800
515.8051147460938,516.0142062084105,507.54943619028296,511.11459757878936,19728200
517.557861328125,518.3545363078492,509.5710533372991,512.6681599915194,22632300
513.604248046875,519.439966484546,508.5652045551738,515.496404228155,21222900
515.20751953125,518.3345307125708,512.8672756929882,514.9585548343116,15112300
526.3811645507812,528.8309994124726,516.0541122577388,516.4623876768178,21388600
521.8101196289062,527.6060256392368,519.2806599401652,526.1022689962125,14615200
522.676513671875,524.7678538085896,520.923853084141,521.1130687043808,13363400
520.2366943359375,522.158694647609,515.2574000210162,520.1769452354545,18343600
508.84405517578125,521.4118200258811,507.5195762105422,517.4881335274953,24133800
511.9212341308594,514.2714464494894,509.56105349845876,514.2714464494894,14284200
511.4432373046875,513.1461778212379,503.9045785101632,508.11707238992415,14684300
511.3038024902344,515.0482414945574,507.888013925759,512.8274957075639,14694700
509.4913330078125,514.7096236704256,506.02576365101777,510.4573477017149,15559600
511.4532470703125,513.3453425707617,505.2091921192977,506.93203901166436,19867800
514.6498413085938,516.5519656323323,511.30377036778043,512.4788764440519,14665600
515.5162963867188,516.5420602391357,510.91543308707116,515.3569857054445,15586200
518.3843994140625,523.0549803520576,515.5661623300699,518.9919195722497,18962700
518.404296875,521.7802730707533,516.4623598997719,520.2964530626382,14023500
521.441650390625,523.1744351060786,518.5536961256696,520.6250388201142,15532400
529.3189697265625,532.3662956890146,526.819354031342,529.577902779321,18734700
539.8252563476562,551.4269763883988,538.5306518978505,547.7224103521172,29986700
539.307373046875,544.0078586434945,534.507325873603,542.6833492925585,36023000
523.582763671875,532.7545848667123,519.9578228356851,528.2831883129468,41023100
515.6656494140625,527.1279940743384,512.9668501497666,526.6898137654194,34006400
514.888916015625,522.7860691817526,512.4590180581705,517.657371934483,22374700
512.2001342773438,513.4150529816625,505.73698923396887,509.6407695643784,20958700
505.0597839355469,512.6980347767452,504.4821687767013,511.17434154282535,23024300
495.04144287109375,503.6058351018555,493.75677643867937,503.5659922381216,27406500
494.7626037597656,497.31199999791255,491.2073803526309,494.89207027354036,24019800
503.9045715332031,504.7510576229119,496.73437575016374,497.9692613740871,26101500
506.573486328125,507.48968986721945,500.26971300797675,502.70954902224156,17980000
509.0233154296875,509.5511194130969,497.05307240824305,507.2506574723947,26574900
501.205810546875,511.3735209246628,499.2140928412288,508.1967287528611,25273100
508.0672607421875,509.4813936811572,495.3800287197931,496.166765720741,28505700
505.3883972167969,509.9992285471841,502.8190947602184,506.34444359286346,19092800
491.74517822265625,500.89712400975867,484.76419755903834,493.31862192366924,33815100
485.1027526855469,493.13934080841636,480.8305097576304,488.0704229659532,23245300
477.3404846191406,492.4460215630244,474.41716428973194,491.5879641710541,26802500
471.04486083984375,477.8293938228302,467.20362215472323,477.4103368698009,31769200
472.92059326171875,475.8139832068258,466.9542001322548,473.9183160323131,34421000
475.90374755859375,478.0588322743821,463.8313270788984,472.9904142849383,28019800
484.3943786621094,487.1979770584782,480.10418316215106,485.2025316262965,25709100
490.88958740234375,491.5081706450152,485.54177754838196,486.48962635446395,14386700
485.6315612792969,488.7444513856018,483.5463243869077,487.32770213243884,23964000
488.8841552734375,492.3761849539621,485.2125428025972,485.6116258193264,19562700
476.64208984375,483.13724409881166,474.1178525596479,475.23529714339696,34615100
479.7449951171875,480.2239129901724,475.40489514051177,478.6674679630734,22318200
482.0597229003906,482.299166614698,477.78947078944657,481.4211657314621,22608700
489.9018249511719,491.17890888246444,483.2769615726175,483.7858099301447,21965900
490.8995361328125,490.99931449735556,487.3875630167038,487.9862027558801,14696100
477.4701843261719,483.14722906115725,473.99809828560024,482.92772884397027,35756200
482.3690185546875,484.92318635563356,474.7763326037194,475.5445986070271,24669200
477.4402770996094,481.3513637649093,475.2552617920193,478.72734800157895,21248100
473.73870849609375,479.6252664455081,471.44392797474177,479.0066832317436,23727700
475.3051452636719,476.80172935648005,469.8076832860371,470.8353364785088,20705600
475.0357360839844,478.9069051052783,473.9182915104317,475.8239455574328,24527200
482.87786865234375,488.4850656489584,476.8017407441929,477.10104539067044,28573500
484.8134460449219,486.73904362092316,481.39123391446003,486.2501387748106,70836100
483.81573486328125,487.6170561484318,481.5908021440126,485.01298390813173,16963000
485.7413330078125,486.71908182827985,483.63612214595605,483.8755963136496,14683600
486.90863037109375,488.04604888584674,483.7258924615979,484.5739628623746,5855900
486.599365234375,487.00843522519267,484.85335038112265,485.601642461088,8842200
485.9907531738281,487.23790659993216,483.0773893732932,483.7558335295542,10893400
486.3699035644531,488.56487537463653,484.39440153201394,484.82341501264875,13944500
482.5186767578125,487.0284031238816,482.1993981667827,486.7290680267604,15601600
471.8630065917969,483.5563186075122,469.0893385249197,483.2869444224563,25571600
471.773193359375,474.9858617296903,468.4308161640092,472.98042932285466,25250300
477.4203186035156,477.64977534720424,468.68025764779384,472.72102257015473,23037700
482.3690185546875,488.5848422406915,476.86159994291296,478.6674756822987,25564200
477.0212097167969,481.5608665012806,474.7763335277468,480.14408679814625,18162600
478.1885681152344,478.72734693664125,471.1247042989064,472.9804540365218,18491000
476.09332275390625,479.89464390147504,474.59673866594744,475.5845048686955,23519900
469.5981750488281,474.6965236309785,464.888922501957,473.5990225282599,28545800
458.3338928222656,467.13381499707015,456.1289340170423,465.39775666549855,28184300
455.6200866699219,463.1927988881192,454.8618076165624,463.0630900555096,23225800
458.8127746582031,462.13520850615447,455.4404972994736,456.78739866953146,34246700
453.48492431640625,455.7597309230742,448.2568669541529,450.1924514863621,26130000
443.0986328125,451.65911099901973,437.68100562513575,451.56931960591265,37980500
450.1126403808594,451.8087507279656,443.6873036586902,446.600636936346,25349400
464.888916015625,470.0271819611143,449.50401819491054,450.8409629929935,38000200
469.20904541015625,473.1700058760031,460.94790240319116,464.25036221183507,29291200
479.485595703125,481.7703893732875,472.0825097961169,472.62128861771004,29213900
480.533203125,482.63838346935967,476.9114647448887,482.10959164059926,36875400
432.5128173828125,441.49232224197124,420.06122635013605,438.98802836564175,128855300
429.31011962890625,438.5989157576861,425.47886802078926,438.1699022937122,58566800
422.4058837890625,429.7590957240154,421.28843915961005,429.2602343395754,42219900
410.2735595703125,421.0888704228976,407.6296003977664,421.0489834358989,61424100
413.2467956542969,418.84400576689177,408.3080557741746,410.0640575889883,45012400
392.7735290527344,407.37018733348754,391.4265972483441,406.51216038211834,66289200
400.22650146484375,400.87501513504304,392.0252195920243,398.2609865133262,53515300
412.65814208984375,413.94521298339265,399.9571203178888,403.9280678877113,45480500
412.328857421875,422.7151545880433,411.76017861216997,418.66440278178237,44857900
